yearRegister,gender,majorityStatus,isForcedLabour,isSexualExploit,UN_COO_Region,UN_COE_Region,IP_Exploiter,IP_Gender,IP_ageBroad,IP_citizen_UNRegion,IP_Relation,IP_PayMoney,IP_RecruiterBroker,IP_TransactionProcess,IP_ControlAbuseKidnap
2019,Male,Adult,1,,Europe,Europe,1,Male,,,StrangerUnknownOther,No,1,,
2019,Male,Adult,1,,Europe,Europe,1,Male,,,StrangerUnknownOther,No,1,,
2019,Male,Adult,1,,Europe,Europe,1,Male,,,StrangerUnknownOther,No,1,,
2019,Male,Adult,1,,Europe,Europe,1,Male,,,StrangerUnknownOther,No,1,,
2019,Male,Adult,1,,Europe,Europe,1,Male,,,StrangerUnknownOther,No,1,,
2019,Male,Adult,1,,Europe,Europe,1,Male,,,StrangerUnknownOther,No,1,,
2019,Male,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,,,
2019,Male,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,,,
2019,Male,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,,,
2019,Male,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,,,
2019,Male,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,,,
2019,Male,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,,,
2019,Male,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,,,
2019,Male,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,,,
2019,Male,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,,,
2019,Male,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,,,
2019,Male,Adult,1,,Europe,Europe,1,Female;Male,,,StrangerUnknownOther,,1,,
2019,Male,Adult,1,,Europe,Europe,1,Female;Male,,,StrangerUnknownOther,,1,,
2020,,Adult,,,Asia,Asia,,Female;Male,,Asia,FriendAcquaintance;StrangerUnknownOther,No,1,,
2020,,Adult,1,,Asia,,1,Male,,Asia,FriendAcquaintance;StrangerUnknownOther,No,1,,
2020,,Adult,1,,Asia,,1,Male,,Asia,FriendAcquaintance;StrangerUnknownOther,No,1,,
2020,,Adult,1,,Asia,Asia,,Male,39--47,Asia,StrangerUnknownOther,Yes,,1,
2020,,Adult,1,,Asia,Asia,,Female,39--47,Asia,StrangerUnknownOther,No,,1,
2020,,Adult,1,,Europe,Europe,,Male,,,FriendAcquaintance;StrangerUnknownOther,No;Yes,1,,
2020,,Adult,1,,Europe,Europe,1,,,Europe,StrangerUnknownOther,,1,1,1
2020,,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,1,,
2020,,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,1,,
2020,,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,1,,
2020,,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,1,,
2020,,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,1,,
2020,,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,1,,
2020,Female,Adult,,,,Africa,1,Female,,Africa,StrangerUnknownOther,No,,1,1
2020,Female,Adult,,,Africa,Africa,1,Male,,Africa,,No,,1,1
2020,Female,Adult,,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,Yes,,1,
2020,Female,Adult,,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2020,Female,Adult,,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2020,Female,Adult,,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,1,
2020,Female,Adult,,,Europe,Europe,1,,,Europe,StrangerUnknownOther,No,,1,1
2020,Female,Adult,,,Europe,Europe,1,,,Europe,StrangerUnknownOther,No,,1,1
2020,Female,Adult,,,Europe,Europe,1,,,Europe,StrangerUnknownOther,No,,1,1
2020,Female,Adult,,,Europe,Europe,1,Male,,Europe,,No,1,1,
2020,Female,Adult,,1,,,1,Female,,Asia,StrangerUnknownOther,No,1,1,
2020,Female,Adult,,1,,Asia,,Female,,Asia,StrangerUnknownOther,No,1,1,
2020,Female,Adult,,1,,Asia,,Female,,Asia,StrangerUnknownOther,No,1,1,
2020,Female,Adult,,1,,Asia,,Female,,Asia,FriendAcquaintance,No,1,1,
2020,Female,Adult,,1,,Asia,,Female,,Africa,StrangerUnknownOther,No,1,1,
2020,Female,Adult,,1,Africa,,1,Female,,Africa,FriendAcquaintance,No,,1,
2020,Female,Adult,,1,Africa,,1,Female,,Africa,FriendAcquaintance,No,,1,
2020,Female,Adult,,1,Africa,,1,Female,,Africa,FriendAcquaintance,No,1,,
2020,Female,Adult,,1,Africa,,1,Female,,Africa,FriendAcquaintance,No,1,,
2020,Female,Adult,,1,Africa,Africa,,Female,,,StrangerUnknownOther,No,1,1,
2020,Female,Adult,,1,Africa,Africa,,Female,,,StrangerUnknownOther,No,1,1,
2020,Female,Adult,,1,Africa,Africa,,Female,,Africa,StrangerUnknownOther,No,,1,
2020,Female,Adult,,1,Africa,Africa,,Female,,Africa,StrangerUnknownOther,No,,1,
2020,Female,Adult,,1,Africa,Africa,,Female,,Africa,StrangerUnknownOther,No,1,,
2020,Female,Adult,,1,Africa,Africa,,Female,,Africa,StrangerUnknownOther,No,1,,
2020,Female,Adult,,1,Africa,Africa,,Female,,Africa,FriendAcquaintance,No,,1,
2020,Female,Adult,,1,Africa,Africa,,Female,,Africa,FriendAcquaintance,No,,1,
2020,Female,Adult,,1,Asia,,1,Female,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,,1,Asia,Asia,,Female,,Asia,FriendAcquaintance,,1,1,
2020,Female,Adult,,1,Asia,Asia,,Female,,Asia,FriendAcquaintance,No,,1,
2020,Female,Adult,,1,Asia,Asia,,Female,,Asia,FriendAcquaintance,No,,1,
2020,Female,Adult,,1,Asia,Asia,,Female,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,,1,Asia,Asia,,Female,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,,1,Asia,Asia,,Female,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,,1,Asia,Asia,1,Male,,Asia,FriendAcquaintance,No,,,
2020,Female,Adult,,1,Europe,,1,Female,,,FriendAcquaintance,No,1,1,
2020,Female,Adult,1,,,,1,Male,,,StrangerUnknownOther,No;Yes,1,1,
2020,Female,Adult,1,,,,1,Male,,Europe,StrangerUnknownOther,Yes,1,,1
2020,Female,Adult,1,,,,1,Male,39--47,Asia,StrangerUnknownOther,No,,1,
2020,Female,Adult,1,,,,1,Male,39--47,Asia,StrangerUnknownOther,No,,1,
2020,Female,Adult,1,,,,1,Female;Male,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,,Africa,,Male,,Africa,StrangerUnknownOther,Yes,,1,1
2020,Female,Adult,1,,,Asia,,Female,,Africa,StrangerUnknownOther,Yes,1,1,
2020,Female,Adult,1,,,Asia,,Female;Male,,Asia,,Yes,1,1,
2020,Female,Adult,1,,,Asia,,Female;Male,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,,Asia,1,Male,,,StrangerUnknownOther,No,1,1,
2020,Female,Adult,1,,,Asia,1,Male,,Asia,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,,Asia,1,Male,,Asia,FriendAcquaintance,Yes,1,,
2020,Female,Adult,1,,,Asia,1,Male,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,,Asia,1,Male,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,,Asia,1,Male,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,,Asia,1,Male,,Africa,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,,Asia,1,Male,,Africa,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,,Asia,1,Male,39--47,,StrangerUnknownOther,No,,1,
2020,Female,Adult,1,,,Europe,1,Male,,,,No;Yes,1,1,
2020,Female,Adult,1,,,Europe,1,Female,,Europe,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,,Europe,1,Female;Male,,,,Yes,1,1,
2020,Female,Adult,1,,Africa,,,Female,39--47,,StrangerUnknownOther,No,1,1,
2020,Female,Adult,1,,Africa,,1,Female,,Asia,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Africa,,1,Female,,Africa,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Africa,,1,Female,,Africa,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Africa,Africa,,Male,,Africa,StrangerUnknownOther,Yes,1,,
2020,Female,Adult,1,,Africa,Africa,,Male,,Africa,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Africa,Africa,,Male,39--47,,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Africa,Africa,,Male,39--47,,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Africa,Africa,,Female,,,FriendAcquaintance,No,1,1,
2020,Female,Adult,1,,Africa,Africa,,Female,,,FriendAcquaintance,No,1,1,
2020,Female,Adult,1,,Africa,Africa,,Female,,Africa,StrangerUnknownOther,No,,1,
2020,Female,Adult,1,,Africa,Africa,,Female,,Africa,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Africa,Africa,,Female,,Africa,FriendAcquaintance,No,,1,
2020,Female,Adult,1,,Africa,Africa,,Female,,Africa,FriendAcquaintance,No,,1,
2020,Female,Adult,1,,Africa,Africa,,Female,,Africa,FriendAcquaintance,No,,1,
2020,Female,Adult,1,,Africa,Africa,,Female,,Africa,FriendAcquaintance,No,,1,
2020,Female,Adult,1,,Africa,Africa,,Female,,Africa,FriendAcquaintance,No,,1,
2020,Female,Adult,1,,Africa,Africa,,Female,,Africa,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Africa,Africa,1,Male,39--47,,,No,,1,
2020,Female,Adult,1,,Africa,Asia,,Male,,,StrangerUnknownOther,No;Yes,1,,
2020,Female,Adult,1,,Africa,Asia,,Male,,,StrangerUnknownOther,No;Yes,1,,
2020,Female,Adult,1,,Africa,Asia,,Male,,,StrangerUnknownOther,No;Yes,1,,
2020,Female,Adult,1,,Africa,Asia,,Male,,,StrangerUnknownOther,No;Yes,1,,
2020,Female,Adult,1,,Africa,Asia,,Male,,Africa,StrangerUnknownOther,Yes,,1,
2020,Female,Adult,1,,Africa,Asia,,Male,,Africa,StrangerUnknownOther,Yes,1,,
2020,Female,Adult,1,,Africa,Asia,,Male,,Africa,StrangerUnknownOther,Yes,1,,
2020,Female,Adult,1,,Africa,Asia,,Male,,Africa,StrangerUnknownOther,Yes,1,,
2020,Female,Adult,1,,Africa,Asia,,Male,,Africa,StrangerUnknownOther,Yes,1,,
2020,Female,Adult,1,,Africa,Asia,,Male,,Africa,StrangerUnknownOther,Yes,1,,
2020,Female,Adult,1,,Africa,Asia,,Male,,Africa,StrangerUnknownOther,No,,1,
2020,Female,Adult,1,,Africa,Asia,,Male,,Africa,StrangerUnknownOther,No,,1,
2020,Female,Adult,1,,Africa,Asia,,Male,,Africa,StrangerUnknownOther,No,,1,
2020,Female,Adult,1,,Africa,Asia,,Male,,Africa,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Africa,Asia,,Male,39--47,,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Africa,Asia,,Male,39--47,,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Africa,Asia,,Male,39--47,Africa,StrangerUnknownOther,,1,,
2020,Female,Adult,1,,Asia,,1,Female,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Asia,Asia,,,39--47,Asia,FriendAcquaintance,Yes,,1,
2020,Female,Adult,1,,Asia,Asia,,,39--47,Asia,FriendAcquaintance,Yes,,1,
2020,Female,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,Yes,1,,
2020,Female,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,Yes,1,,
2020,Female,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Male,30--38,,StrangerUnknownOther,Yes,1,,
2020,Female,Adult,1,,Asia,Asia,,Male,30--38,,StrangerUnknownOther,Yes,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,FriendAcquaintance,No,,1,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,FriendAcquaintance,No,,1,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,FriendAcquaintance,No,,1,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,39--47,,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Asia,Asia,,Female,30--38,,StrangerUnknownOther,No,,1,
2020,Female,Adult,1,,Asia,Europe,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Asia,Europe,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Asia,Europe,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Asia,Europe,1,Male,,,FriendAcquaintance,No,1,,
2020,Female,Adult,1,,Europe,Europe,,,,Europe,StrangerUnknownOther,No,1,1,
2020,Female,Adult,1,,Europe,Europe,1,,,Europe,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Europe,Europe,1,,,Europe,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Europe,Europe,1,,,Europe,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,,Europe,Europe,1,,,Europe,StrangerUnknownOther,No,1,,
2020,Female,Adult,1,1,,Africa,,Female,,Africa,StrangerUnknownOther,No,,1,
2020,Male,,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No;Yes,1,,
2020,Male,,1,,Asia,Asia,,Male,30--38,Asia,StrangerUnknownOther,No,1,,
2020,Male,Adult,,,,Asia,,Male,30--38,Asia,FriendAcquaintance;StrangerUnknownOther,No,1,,
2020,Male,Adult,,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,1,
2020,Male,Adult,,,Europe,Europe,1,,,Europe,StrangerUnknownOther,No,1,1,
2020,Male,Adult,,,Europe,Europe,1,,,Europe,StrangerUnknownOther,No,1,1,
2020,Male,Adult,,,Europe,Europe,1,,,Europe,StrangerUnknownOther,No,1,1,
2020,Male,Adult,,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,No,,1,
2020,Male,Adult,1,,,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,1,,
2020,Male,Adult,1,,,Africa,1,Male,,Africa,StrangerUnknownOther,Yes,1,,
2020,Male,Adult,1,,,Asia,,Male,,,FriendAcquaintance;StrangerUnknownOther,Yes,1,1,
2020,Male,Adult,1,,,Asia,,Male,,Asia,StrangerUnknownOther,No,1,1,
2020,Male,Adult,1,,,Asia,,Male,,Asia,StrangerUnknownOther,No,1,1,
2020,Male,Adult,1,,,Asia,,Male,,Asia,StrangerUnknownOther,No,1,1,
2020,Male,Adult,1,,,Asia,,Male,,Asia,FriendAcquaintance,Yes,1,1,
2020,Male,Adult,1,,,Asia,,Male,39--47,Asia,,No;Yes,,1,
2020,Male,Adult,1,,,Asia,,Male,30--38,Asia,FriendAcquaintance,No,,1,
2020,Male,Adult,1,,,Europe,,Male,,Asia,FriendAcquaintance,No,1,1,
2020,Male,Adult,1,,,Europe,1,Male,,Europe,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,,Europe,1,Male,,Europe,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,,Europe,1,Male,,Europe,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Africa,,,Male,,,StrangerUnknownOther,No;Yes,1,1,
2020,Male,Adult,1,,Africa,,,Male,,,StrangerUnknownOther,No;Yes,1,1,
2020,Male,Adult,1,,Africa,Africa,,Male,,Africa,StrangerUnknownOther,Yes,1,,
2020,Male,Adult,1,,Africa,Africa,,Male,,Africa,StrangerUnknownOther,Yes,1,,
2020,Male,Adult,1,,Africa,Africa,,Male,,Africa,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Africa,Africa,,Male,,Africa,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Asia,,,Male,39--47,Asia,StrangerUnknownOther,,1,1,
2020,Male,Adult,1,,Asia,Asia,,,39--47,Asia,StrangerUnknownOther,Yes,,1,
2020,Male,Adult,1,,Asia,Asia,,,39--47,Asia,StrangerUnknownOther,No,,1,
2020,Male,Adult,1,,Asia,Asia,,,30--38,Asia,StrangerUnknownOther,No,,1,
2020,Male,Adult,1,,Asia,Asia,,,30--38,Asia,StrangerUnknownOther,No,,1,
2020,Male,Adult,1,,Asia,Asia,,,30--38,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,,FriendAcquaintance;StrangerUnknownOther,No,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,Yes,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,Yes,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,Yes,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,Yes,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,Yes,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,Yes,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,Yes,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,Yes,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,Yes,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,Yes,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,Yes,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,Yes,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,Yes,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FamilyIntimatePartner,No,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,,Asia,FamilyIntimatePartner,No,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,39--47,Asia,FriendAcquaintance,No,,,
2020,Male,Adult,1,,Asia,Asia,,Male,30--38,,StrangerUnknownOther,Yes,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,30--38,,StrangerUnknownOther,Yes,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,30--38,,StrangerUnknownOther,Yes,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,30--38,,StrangerUnknownOther,Yes,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,30--38,,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,30--38,,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,,Yes,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,,Yes,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,,Yes,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,,Yes,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,,Yes,1,,
2020,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,FriendAcquaintance,,,1,
2020,Male,Adult,1,,Asia,Asia,,Male,30--38,Asia,FriendAcquaintance,,,1,
2020,Male,Adult,1,,Asia,Europe,,Male,,,FriendAcquaintance;StrangerUnknownOther,,1,1,
2020,Male,Adult,1,,Asia,Europe,,Male,,Asia,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Asia,Europe,,Male,,Asia,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Asia,Europe,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Europe,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Europe,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Europe,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Europe,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Europe,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Europe,,Male,,Asia,FriendAcquaintance,No,1,,
2020,Male,Adult,1,,Asia,Europe,,Female;Male,,Asia,,No,1,,
2020,Male,Adult,1,,Asia,Europe,1,,,Europe,FriendAcquaintance,,1,1,
2020,Male,Adult,1,,Asia,Europe,1,Male,,,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Asia,Europe,1,Male,,,FriendAcquaintance;StrangerUnknownOther,No,,,
2020,Male,Adult,1,,Asia,Europe,1,Female,,,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Europe,,1,Male,,,StrangerUnknownOther,No;Yes,,1,
2020,Male,Adult,1,,Europe,,1,Male,,,StrangerUnknownOther,No;Yes,,1,
2020,Male,Adult,1,,Europe,Europe,,Male,,,FriendAcquaintance,No,1,1,
2020,Male,Adult,1,,Europe,Europe,,Male,,,FriendAcquaintance,No,1,1,
2020,Male,Adult,1,,Europe,Europe,,Male,,Europe,StrangerUnknownOther,,1,,1
2020,Male,Adult,1,,Europe,Europe,,Male,,Europe,StrangerUnknownOther,No,,1,
2020,Male,Adult,1,,Europe,Europe,1,,,Europe,StrangerUnknownOther,,1,1,
2020,Male,Adult,1,,Europe,Europe,1,,,Europe,StrangerUnknownOther,No,,,1
2020,Male,Adult,1,,Europe,Europe,1,Male,,,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Europe,Europe,1,Male,,,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Europe,Europe,1,Male,,,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Europe,Europe,1,Male,,,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Europe,Europe,1,Male,,,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Europe,Europe,1,Male,,,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Europe,Europe,1,Male,,,StrangerUnknownOther,No,1,,
2020,Male,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,,,1,
2020,Male,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,,,1,
2020,Male,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,,,1,
2020,Male,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,,,1,
2020,Male,Adult,1,,Europe,Europe,1,Male,,Europe,StrangerUnknownOther,,,1,
